Unnamed: 0,始値,高値,安値,終値
2015-05-19,1281,1358,1251,1331
2015-05-18,1414,1433,1305,1306
2015-05-15,1335,1395,1286,1301
2015-05-14,1318,1436,1280,1344
2015-05-13,1220,1464,1210,1408
2015-05-12,1231,1335,1220,1223
2015-05-11,1180,1345,1177,1280
2015-05-08,1170,1197,1091,1153
2015-05-07,1055,1176,1050,1150
2015-05-01,1029,1045,990,1045
